,Station,lat,lon,Elevation
1897,ZI000067765,-16.833,29.617,1344.0
1898,ZI000067775,-17.917,31.133,1480.0
1899,ZI000067779,-16.783,31.583,966.0
1900,ZI000067781,-17.417,32.217,1244.0
1901,ZI000067789,-17.033,30.85,1480.0
1902,ZI000067843,-18.1,25.85,1062.0
1903,ZI000067853,-18.633,27.0,1077.0
1904,ZI000067861,-18.217,28.933,1282.0
1905,ZI000067865,-18.933,29.833,1215.0
1906,ZI000067867,-19.45,29.85,1429.0
1907,ZI000067889,-18.283,32.75,1880.0
1908,ZI000067964,-20.15,28.617,1344.0
1909,ZI000067965,-20.017,28.617,1326.0
1910,ZI000067969,-21.05,29.367,861.0
1911,ZI000067975,-20.067,30.867,1095.0
1912,ZI000067977,-21.017,31.583,430.0
1913,ZI000067983,-20.2,32.616,1132.0
1914,ZI000067991,-22.217,30.0,457.0
1915,AG000060390,36.7167,3.25,24.0
1916,AG000060590,30.5667,2.8667,397.0
1917,AG000060611,28.05,9.6331,561.0
1918,AG000060680,22.8,5.4331,1362.0
1919,AGE00135039,35.7297,0.65,50.0
1920,AGE00147706,36.8,3.03,344.0
1921,AGE00147707,36.8,3.04,38.0
1922,AGE00147708,36.72,4.05,222.0
1923,AGE00147709,36.63,4.2,942.0
1924,AGE00147711,36.3697,6.62,660.0
1925,AGE00147712,36.17,1.34,112.0
1926,AGE00147713,36.18,5.4,1081.0
1927,AGE00147714,35.77,0.8,78.0
1928,AGE00147715,35.42,8.1197,863.0
1929,AGE00147716,35.1,-1.85,83.0
1930,AGE00147717,35.2,0.63,476.0
1931,AGE00147718,34.85,5.72,125.0
1932,AGE00147719,33.7997,2.89,767.0
1933,AGE00147720,33.68,1.0,1320.0
1934,AGE00147780,37.08,6.47,195.0
1935,AGM00060351,36.795,5.874,11.0
1936,AGM00060360,36.822,7.809,4.9
1937,AGM00060402,36.712,5.07,6.1
1938,AGM00060403,36.467,7.467,228.0
1939,AGM00060405,36.5,7.717,111.0
1940,AGM00060410,36.5,1.333,18.0
1941,AGM00060415,36.317,3.533,748.0
1942,AGM00060417,36.383,3.883,560.0
1943,AGM00060419,36.276,6.62,690.4
1944,AGM00060421,35.867,7.117,891.0
1945,AGM00060423,36.283,7.967,680.0
1946,AGM00060425,36.213,1.332,141.1
1947,AGM00060430,36.3,2.233,721.0
1948,AGM00060437,36.283,2.733,1036.0
1949,AGM00060444,36.067,4.767,930.0
1950,AGM00060445,36.178,5.324,1050.0
1951,AGM00060452,35.817,-0.267,4.0
1952,AGM00060457,35.883,0.117,138.0
1953,AGM00060461,35.7,-0.65,22.0
1954,AGM00060467,35.667,4.5,442.0
1955,AGM00060468,35.55,6.183,1052.0
1956,AGM00060471,35.333,5.333,461.0
1957,AGM00060475,35.432,8.121,811.1
1958,AGM00060476,35.467,7.083,987.0
1959,AGM00060490,35.624,-0.621,89.9
1960,AGM00060506,35.6,0.3,476.0
1961,AGM00060507,35.208,0.147,513.9
1962,AGM00060511,35.341,1.463,989.1
1963,AGM00060514,35.167,2.317,801.0
1964,AGM00060515,35.333,4.206,459.0
1965,AGM00060518,35.3,-1.35,70.0
1966,AGM00060520,35.2,-0.617,476.0
1967,AGM00060522,34.82,-1.77,426.0
1968,AGM00060531,35.017,-1.45,248.1
1969,AGM00060535,34.683,3.25,1144.0
1970,AGM00060536,34.867,0.15,752.0
1971,AGM00060540,34.15,0.067,1001.0
1972,AGM00060549,33.536,-0.242,1175.0
1973,AGM00060550,33.667,1.0,1347.0
1974,AGM00060555,33.068,6.089,85.0
1975,AGM00060557,33.267,-0.3,1166.0
1976,AGM00060559,33.511,6.777,61.9
1977,AGM00060560,32.767,-0.6,1059.0
1978,AGM00060563,32.933,3.283,764.0
1979,AGM00060566,32.384,3.794,460.9
1980,AGM00060571,31.646,-2.27,811.1
1981,AGM00060580,31.917,5.413,150.0
1982,AGM00060581,31.673,6.14,141.1
1983,AGM00060602,30.133,-2.167,505.0
1984,AGM00060603,29.717,6.7,252.0
1985,AGM00060607,29.237,0.276,313.0
1986,AGM00060620,27.838,-0.186,280.1
1987,AGM00060630,27.233,2.5,269.0
1988,AGM00060640,26.724,8.623,541.9
1989,AGM00060656,27.7,-8.167,442.9
1990,AGM00060670,24.293,9.452,968.0
1991,AGM00060686,21.333,0.95,399.0
1992,AGM00060690,19.567,5.767,401.0
1993,BY000064390,-3.317,29.317,787.0
1994,BY000064397,-2.833,30.333,1755.0
1995,LY000062124,27.02,14.45,432.0
1996,LY000062131,29.12,15.95,267.0
1997,LY000062271,24.22,23.3,436.0
1998,LYE00147740,31.87,10.98,621.0
1999,LYE00147741,32.88,12.08,3.0
2000,LYE00147742,32.8697,13.22,25.0
2001,LYE00147744,32.67,13.15,81.0
2002,LYE00147745,32.4097,15.05,32.0
2003,LYE00147746,31.2,16.5797,13.0
2004,LYE00147747,32.08,20.27,132.0
2005,LYE00147748,32.07,20.07,322.0
2006,LYE00147749,30.72,20.17,7.0
2007,LYE00147750,32.7997,21.88,648.0
2008,LYM00062008,32.083,12.55,691.0
2009,LYM00062012,32.633,14.3,22.0
2010,LYM00062014,31.733,14.017,259.0
2011,LYM00062018,30.567,15.717,90.0
2012,LYM00062062,32.1,23.933,51.0
2013,LYM00062103,30.152,9.715,342.0
2014,LYM00062120,30.383,13.583,497.0
2015,LYM00062161,29.033,21.567,60.0
2016,LYM00062176,29.75,24.533,-1.0
2017,LYM00062200,26.6,12.783,463.0
2018,LYM00062212,25.146,10.143,699.8
2019,LYM00062259,25.8,21.133,261.0
2020,LYW00033123,32.9,13.2833,13.1
2021,MO000060156,33.367,-7.583,206.0
2022,MO000060195,32.68,-4.73,1508.0
2023,MO000060265,30.93,-6.9,1139.0
2024,MOE00147752,35.78,-5.82,86.0
2025,MOE00147753,35.7297,-5.9,19.0
2026,MOE00147754,35.18,-3.85,27.0
2027,MOE00147755,34.78,-1.93,468.0
2028,MOE00147756,35.58,-5.33,10.0
2029,MOM00060135,34.051,-6.752,84.1
2030,MOM00060150,33.879,-5.515,576.1
2031,MOM00060155,33.557,-7.66,61.9
2032,MOM00060220,31.398,-9.682,117.0
2033,MOM00060230,31.607,-8.036,467.9
2034,MOM00060318,35.594,-5.32,3.0
2035,MOW00013017,34.3,-6.6,12.2
2036,MOW00013019,33.3667,-7.5833,200.3
2037,MOW00013020,34.2333,-6.0667,55.2
2038,MOW00013021,32.35,-8.7833,-999.9
2039,MOW00013022,33.6167,-7.1167,171.3
2040,MOW00013023,32.1167,-7.8833,448.1
2041,SP000060338,35.2778,-2.9553,47.0
2042,RWM00064387,-1.969,30.139,1481.0
2043,TS000060725,36.48,8.8,143.0
2044,TS000060765,33.88,10.1,4.0
2045,TSE00147767,37.33,9.84,264.0
2046,TSE00147768,37.25,9.8,5.0
2047,TSE00147769,36.8,10.17,36.0
2048,TSE00147770,36.83,10.23,3.0
2049,TSE00147771,36.85,11.08,29.0
2050,TSE00147773,35.67,10.1,60.0
2051,TSE00147775,34.72,10.68,21.0
2052,TSE00147776,33.92,8.1,87.0
2053,TSE00147778,33.8697,10.77,3.0
2054,TSM00060715,36.851,10.227,6.7
2055,TSM00060745,34.422,8.823,323.1
2056,EG000062306,31.3331,27.2167,25.0
2057,EG000062414,23.9667,32.7831,200.0
2058,EG000062417,29.2,25.3167,-15.0
2059,EG000062432,25.4831,29.0,107.0
2060,EG000062463,27.15,33.7167,16.0
2061,EG000624200,28.3331,28.9,127.0
2062,EGE00147726,31.28,32.2297,6.0
2063,EGE00147727,30.08,31.29,30.0
2064,EGE00147728,30.05,31.25,20.0
2065,EGE00147729,30.03,31.21,28.0
2066,EGE00147730,29.86,31.34,116.0
2067,EGE00147732,30.6,32.2297,10.0
2068,EGM00062305,31.567,25.133,6.0
2069,EGM00062318,31.184,29.949,-1.8
2070,EGM00062337,31.073,33.836,36.9
2071,EGM00062378,29.867,31.333,141.0
2072,EGM00062387,28.083,30.733,40.0
2073,EGM00062403,26.2,32.75,96.0
2074,EGM00062423,27.05,27.983,78.0
2075,EGM00062435,25.45,30.533,73.0
2076,EGM00062476,23.133,35.583,21.0
