"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TMAX","TMIN"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-06-28","82","89",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-06-29","81","89",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-07-01","83","91",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-07-02","83","93","77"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-07-03","84","90",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-07-04","81","88","78"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-07-05","81",,"76"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-07-06","80","92","76"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-07-07","82","94","72"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-07-09","85",,"75"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-07-10","81",,"78"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-07-14","79",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-07-23","83","87","80"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-07-29","83","91",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-07-30","78","90","73"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-07-31","85","89",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-08-01","82","87",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-08-02","75",,"71"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-08-04","82","87",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-08-05","81","86","74"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-08-06","75",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-08-07","80",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-08-08","79","88",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-08-09","80","87","73"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-08-10","79",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-08-11","78","85",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-08-12","77","87","69"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-08-13","79",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-08-16","80","89","72"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-08-17","82","88",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-08-18","82","91","73"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-08-19","83",,"76"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-08-20","83","90",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-08-23","81",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-08-24","81","86",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-08-25","80",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-08-27","78","86",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-08-28","78","87",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-08-29","77","85","72"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-08-30","84",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-09-01","79",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-09-04","80",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-09-05","81","89",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-09-06","78","86",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-09-08","81","88",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-09-09","80","90",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-09-10","83","90",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-09-11","80","89","69"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-09-12","80","88",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-09-13","76",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-09-14","80","89",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-09-15","78",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-09-16","80","89",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-09-17","78",,"63"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-09-18","80","90",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-09-19","80","88","72"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-09-20","82","90",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-09-23","82",,"72"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-09-24","85","90",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-09-25","81","89","70"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-09-26","81","91",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-09-28","83","90",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-09-30","82",,"71"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-10-03","83","89",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1982-10-04","75",,"69"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-04-02","70","80",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-04-05","72","90","65"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-04-06","83","102","68"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-04-07","83","105","72"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-04-10","81","98",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-04-11","74","98",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-04-15","76","90",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-04-16","76","88","68"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-04-18","76","89",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-04-19","72","89",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-05-08","71",,"68"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-05-09","74",,"70"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-05-10","80",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-05-11","76","82","68"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-05-12","73",,"69"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-05-13","75","86",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-05-14","76","84",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-05-15","76","95",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-05-18","90","103",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-06-06","83",,
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-06-07","80","90",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-06-14","83",,"74"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-06-16","83","92","76"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-06-17","87","93",
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-06-18","83",,"77"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-06-22","82",,"73"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-06-25","81","91","73"
"GAM00061701","BANJUL INTERNATIONAL, GA","13.338","-16.652","29.0","1983-06-26","83",,"72"
