"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TMAX","TMIN"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1981-11-20","82",,"75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-01-22","84","92",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-01-23","77","90",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-01-25","73",,"64"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-03-01","81",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-03-06","81",,"75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-03-11","77",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-05-01","83","88","75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-05-10","81","87","76"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-05-13","77",,"73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-05-15","81",,"78"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-05-20","81",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-05-22","79",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-05-31","78","85",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-06-03","81","87","74"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-06-10","81",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-06-19","81","84",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-06-24","78","86",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-06-25","80","84",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-06-29","75",,"69"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-07-06","78","81",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-07-07","78",,"73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-07-09","80",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-07-11","77","83","72"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-07-21","78",,"73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-07-22","78",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-07-23","76","81","71"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-07-24","76","81","72"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-07-25","76","80","73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-07-27","78",,"75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-07-28","78","83",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-07-29","77","81",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-07-30","76","82",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-07-31","79","83","74"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-08-01","75",,"74"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-08-02","75",,"73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-08-04","81","85",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-08-05","76","79",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-08-06","76",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-08-08","77","81",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-08-10","77","81",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-08-11","75",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-08-12","79","82","75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-08-14","76","80",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-08-15","74",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-08-16","76","83",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-08-17","77",,"73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-08-18","78",,"73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-08-19","77","81",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-08-20","78","81","70"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-08-23","76",,"74"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-08-24","76","80",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-08-25","75",,"73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-08-26","75",,"72"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-08-27","76",,"73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-08-28","76",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-08-29","77","81","72"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-08-31","78",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-09-01","76","83","73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-09-02","78",,"76"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-09-03","78","81",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-09-06","80",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-09-07","78","82",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-09-08","78","84",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-09-09","78","84",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-09-10","77",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-09-12","76",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-09-13","79","83",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-09-14","79","83",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-09-15","79","84",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-09-16","77","84","74"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-09-17","78","83",
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-09-18","81","85","75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-09-19","73",,"68"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-09-20","77","84","71"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-09-21","79",,"72"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-09-23","82",,"71"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-09-24","79",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-09-25","81",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-09-26","79",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-09-27","80",,
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","1982-09-28","81","87",
